Title,Comment,Final Sentiment,Final Polarization
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","gawin nyo na po please at ipatupad na po agad","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","bruha bait baitan !!!! pwehhhh","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ung pondo ng philhealth ibalik nyo na","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ninenegosyo mo ang mga witnesses","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","nagmamalinis ka pa,hahahahahaahaha","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","kaya dapat mag resign ka na po. pls nagmamakaawa na taong bayan ayaw na sa katulad mo ginagawa ang hanap buhay ang senadoplsssss.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","tama po sen riza, sabihin mo rin yan kay mr. viceral aka vice dimaganda. wag sya mag promote ng online gambling.","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","fakenews pwede?? unanimous daw","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","uyy pigo..imbestigahan na yarn","neutral","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","dapat gawin: transparency sa ownership ng gambling platforms!","neutral","objective"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","look hus talking","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","feeling mo mananalo ka sa pagka peresedente sa 2028 magagaya ka lang kay grace poe taas pangarap sa kangkungan din bumagsak","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","walanamang paninira ang ginawanamin labansayo madam.chair.nagsabinamankami nang totoo.na.ang.perangkinolimbatmosa phil health ipasaolimona sabinang coa 1,76 billon yon","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","sabayan sa pag sisinungaling eh di ayos!","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","haha my god risa magpagaling ka muna may sakit ka ata o my share ka","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","halaa papano na yong may import galing sa china ang cosmetics.","neutral","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ikaw un risa.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","go ahead sen.hontiveros..you are good senator of this country.","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","hugas kamay alam na kara mo ibalik mo philhealth at tanim witnes alam ng taong bayan hwag kana magambisyon virus","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","una ka nadun c kiboloy sinira mo ehehe.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","nagsalita ang mapagkunwa.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","paghilom diha tanim witness","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","paninira poba yng magbayad ng witness?","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","dba ikaw ang reyna jan.. idamay mo pa ang iba..","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","di mkapag salita kng wlng binbsa,prang may sinto sinto.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","nagsasabi lang ng totoo ang mga taong bayan na huwag mag sinungaling sa kapwa tao, pagka tapos sorry nalang sa bandang huli damage had been done it is not acceptable..","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","wow ang nagsalita haha","neutral","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","hoy ikaw ms philhealth, wag ka magmalinis. yung philhealth mo di naman namin magamit, pasakit sa mga tao","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","hahaha di lagi ka mu daog. senador lang para lingaw.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","haha palusot naman ang puta kuda ng kuda","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","back to you","negative","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ikaw yan ah!!","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","she always talk as if she got a chance in 2028. she always play with narratives like taumbayan, ang mahihirap, as if pro-poor kunohay. magaling talaga magpatawa..tsk.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ikaw itong maraming sinerang buhay ibalik mo ninakaw mosa phil health","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","buti pa nga bsp may ginawa agad bago pa hearing, e itong si allan at tulfo ngayon lang nagsasalita","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","ayaw nmin syo gusto nmin mbait may paninindigan mpagpkumbaba ayw nmin ng bida bida p impress b.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","kausapin mo sarili mo kaayo. namoka!!!","negative","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","tinamaan mo sarili mo","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","c guilt is personal very personal no vote na yan sa next election.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","diha na ang laay","negative","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","correct yan mga ddlis ginawang business ang pag panira sa tao","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","patawa ka virus ginawa mo nga negosyo ang pogo nag tanim ka ng witness para siraan si alice go pakana mo yun db kasama anak ni lito lapid na si maan lapid yung pogo ginawa mong pang kabuhayan mo ungas ka","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","saludo ako sa yo sen risa honteviros","positive","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","pagkatapos ng ka bobohan ni riza pa epal na nmn siya aigoo","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","nako virus ikaw lang ang nag negosyo nyan philhealth dati ano din ng yari","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","supreme court oh nagdrama nanaman si aling riza","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","dami nasira buhay sa mga tanim na witness, both sides personal. ohh yess its personal.","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","sa kanya mismo.nangaling hahahahha","negative","partisan"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","rock and roll to the world","neutral","non_polarized"
"risa vs. online gambling iginiit ni sen. risa hontiveros na hindi dapat gawing negosyo ang paninira ng buhay dahil sa online gambling sa pagdinig ng senado ukol dito ngayong huwebes, august 14. “‘wag nating gawin na tanging sukatan ang kita sa onlige sugal kung kapalit ay lalasunin ang pamilyang pilipino,” saad niya. noong july, ipinanukala ni hontiveros ang “kontra e-sugal act” na layuning i-restrict ang access sa online gambling sa electronic wallets at super applications. | via maeanne los baños panoorin ang live senate hearing sa link sa comments section.","kahit estudyante ginagamit ang gcash para sa allowance, walang kinalaman sa sugal yan","neutral","objective"
